"date","area","covid_cases_per_100k","covid_inpatient_bed_utilization","covid_hospital_admissions_per_100k","covid_19_community_level"
2022-07-28,"Iron County","207.84","6.2","6.7","Medium"
2022-07-28,"Jackson County","201.88","5.4","8.7","Medium"
2022-07-28,"Keweenaw County","425.33","3.2","8.7","Medium"
2022-07-28,"Manistee County","203.6","3.9","10.6","High"
2022-07-28,"Mason County","226.46","4.5","8.3","Medium"
2022-07-28,"Monroe County","215.95","4.9","17.8","High"
2022-07-28,"Montcalm County","134.61","4.4","9.7","Low"
2022-07-28,"St. Clair County","120.03","1.1","3.5","Low"
2022-07-28,"St. Joseph County","178.79","5.7","12","Medium"
2022-07-28,"Tuscola County","116.76","3.7","5.8","Low"
2022-07-28,"Wayne County","201.85","4.2","10.5","High"
2022-07-28,"Baraga County","341.09","3.2","8.7","Medium"
2022-07-28,"Bay County","132.85","2.9","9.3","Low"
2022-07-28,"Branch County","319.42","5.4","8.7","Medium"
2022-07-28,"Chippewa County","104.42","1.8","5.3","Low"
2022-07-28,"Dickinson County","273.39","6.2","6.7","Medium"
2022-07-28,"Eaton County","250.3","4.7","6.7","Medium"
2022-07-28,"Emmet County","86.79","1.8","5.3","Low"
2022-07-28,"Gogebic County","293.38","5.8","18.4","High"
2022-07-28,"Grand Traverse County","157.92","3.9","10.6","Medium"
2022-07-28,"Gratiot County","105.62","4.4","9.7","Low"
2022-07-28,"Hillsdale County","245.59","5.4","8.7","Medium"
2022-07-28,"Ingham County","197.67","4.7","6.7","Low"
2022-07-28,"Kalamazoo County","226.74","5.7","12","High"
2022-07-28,"Mackinac County","64.82","1.8","5.3","Low"
2022-07-28,"Marquette County","266.87","3.6","13.5","High"
2022-07-28,"Menominee County","223.88","6.2","6.7","Medium"
2022-07-28,"Missaukee County","205.05","7.1","5.9","Medium"
2022-07-28,"Montmorency County","53.6","6.9","3.3","Low"
2022-07-28,"Ogemaw County","109.54","2.9","9.3","Low"
2022-07-28,"Presque Isle County","39.71","6.9","3.3","Low"
2022-07-28,"Sanilac County","138.45","1.1","3.5","Low"
2022-07-28,"Shiawassee County","161.48","4.7","6.7","Low"
2022-07-28,"Wexford County","160.57","7.1","5.9","Low"
2022-07-21,"Alcona County","28.83","6","8.2","Low"
2022-07-21,"Barry County","129.98","6.4","6.6","Low"
2022-07-21,"Cheboygan County","79.13","3.2","3.8","Low"
2022-07-21,"Clinton County","206.04","5.5","5.5","Medium"
2022-07-21,"Delta County","195.62","3.8","15.9","Medium"
2022-07-21,"Genesee County","126.17","3.7","7.1","Low"
2022-07-21,"Gladwin County","204.33","3.1","8.1","Medium"
2022-07-21,"Kent County","163.18","4.7","14.9","Medium"
2022-07-21,"Lapeer County","105.01","3.7","7.1","Low"
2022-07-21,"Leelanau County","156.24","4.7","10.6","Medium"
2022-07-21,"Livingston County","138.02","3.7","9.7","Low"
2022-07-21,"Macomb County","203.32","3.7","9.7","Medium"
2022-07-21,"Newaygo County","114.33","5.1","7.5","Low"
2022-07-21,"Osceola County","106.56","3.7","5.9","Low"
2022-07-21,"Oscoda County","72.81","2.6","7","Low"
2022-07-21,"Otsego County","109.45","3.6","8","Low"
2022-07-21,"Ottawa County","127.81","3.3","4.1","Low"
2022-07-21,"Saginaw County","125.43","3.7","2.9","Low"
2022-07-21,"Van Buren County","146.68","5.8","9.3","Low"
2022-07-21,"Alger County","241.55","3.8","15.9","High"
2022-07-21,"Alpena County","31.68","6","8.2","Low"
2022-07-21,"Antrim County","102.9","4.7","10.6","Medium"
2022-07-21,"Arenac County","107.51","2.6","7","Low"
2022-07-21,"Calhoun County","166.97","6.4","6.6","Low"
2022-07-21,"Cass County","79.17","5.8","9.3","Low"
2022-07-21,"Clare County","93.7","3.1","8.1","Low"
2022-07-21,"Crawford County","92.67","3.6","8","Low"
2022-07-21,"Iosco County","71.64","2.6","7","Low"
2022-07-21,"Iron County","180.73","4.9","9.6","Low"
2022-07-21,"Jackson County","188","5.2","7.5","Low"
2022-07-21,"Keweenaw County","378.07","3.4","8.7","Medium"
2022-07-21,"Manistee County","81.44","4.7","10.6","Medium"
2022-07-21,"Mason County","260.77","5.1","7.5","Medium"
2022-07-21,"Monroe County","170.1","4","12.9","Medium"
2022-07-21,"Montcalm County","111.13","4.7","14.9","Medium"
2022-07-21,"St. Clair County","91.12","1.8","3.5","Low"
2022-07-21,"St. Joseph County","98.42","5.8","12","Medium"
2022-07-21,"Tuscola County","63.16","3.7","2.9","Low"
2022-07-21,"Wayne County","183.84","3.7","9.7","Low"
2022-07-21,"Allegan County","157.52","3.3","4.1","Low"
2022-07-21,"Benzie County","208.26","4.7","10.6","High"
2022-07-21,"Berrien County","145.37","5.8","9.3","Low"
2022-07-21,"Charlevoix County","107.1","3.2","3.8","Low"
2022-07-21,"Houghton County","218.59","3.4","8.7","Medium"
2022-07-21,"Huron County","71.01","3.7","2.9","Low"
2022-07-21,"Ionia County","123.65","4.7","14.9","Medium"
2022-07-21,"Isabella County","81.58","3.1","8.1","Low"
2022-07-21,"Kalkaska County","88.7","4.7","10.6","Medium"
2022-07-21,"Lake County","134.99","3.7","5.9","Low"
2022-07-21,"Lenawee County","117.83","5.2","7.5","Low"
2022-07-21,"Luce County","16.05","3.8","15.9","Medium"
2022-07-21,"Mecosta County","117.37","4.7","14.9","Medium"
2022-07-21,"Midland County","122.66","3.1","8.1","Low"
2022-07-21,"Muskegon County","153.26","5.1","7.5","Low"
2022-07-21,"Oakland County","187.66","3.7","9.7","Low"
2022-07-21,"Oceana County","207.81","5.1","7.5","Medium"
2022-07-21,"Ontonagon County","139.86","3.4","9.8","Low"
2022-07-21,"Roscommon County","145.72","3.6","8","Low"
2022-07-21,"Schoolcraft County","259.45","3.8","15.9","High"
2022-07-21,"Washtenaw County","209.74","3.7","9.7","Medium"
2022-07-21,"Baraga County","255.82","3.4","8.7","Medium"
2022-07-21,"Bay County","97.94","2.6","7","Low"
2022-07-21,"Branch County","220.6","5.2","7.5","Medium"
2022-07-21,"Chippewa County","72.29","3.2","3.8","Low"
2022-07-21,"Dickinson County","297.16","4.9","9.6","Medium"
2022-07-21,"Eaton County","130.59","5.5","5.5","Low"
2022-07-21,"Emmet County","68.83","3.2","3.8","Low"
2022-07-21,"Gogebic County","400.72","3.4","9.8","Medium"
2022-07-21,"Grand Traverse County","119.24","4.7","10.6","Medium"
2022-07-21,"Gratiot County","117.9","4.7","14.9","Medium"
2022-07-21,"Hillsdale County","212.7","5.2","7.5","Medium"
2022-07-21,"Ingham County","120.72","5.5","5.5","Low"
2022-07-21,"Kalamazoo County","199.57","5.8","12","Medium"
2022-07-21,"Mackinac County","74.08","3.2","3.8","Low"
2022-07-21,"Marquette County","235.39","3.8","15.9","High"
2022-07-21,"Menominee County","188.76","4.9","9.6","Low"
2022-07-21,"Missaukee County","145.52","3.7","5.9","Low"
2022-07-21,"Montmorency County","96.48","6","8.2","Low"
2022-07-21,"Ogemaw County","19.05","2.6","7","Low"
2022-07-21,"Presque Isle County","7.94","6","8.2","Low"
2022-07-21,"Sanilac County","58.29","1.8","3.5","Low"
2022-07-21,"Shiawassee County","148.26","5.5","5.5","Low"
2022-07-21,"Wexford County","101.1","3.7","5.9","Low"
2022-07-14,"Alcona County","38.44","6.3","11.5","Medium"
2022-07-14,"Barry County","100.73","7.8","14.3","Medium"
2022-07-14,"Cheboygan County","106.82","4.3","7.5","Low"
2022-07-14,"Clinton County","168.35","5.8","4.9","Low"
2022-07-14,"Delta County","215.18","2.4","10.3","High"
2022-07-14,"Genesee County","136.52","4","6.5","Low"
2022-07-14,"Gladwin County","121.81","3.8","6.2","Low"
2022-07-14,"Kent County","134.71","4.5","10.3","Medium"
2022-07-14,"Lapeer County","93.6","4","6.5","Low"
2022-07-14,"Leelanau County","105.69","4.2","11.1","Medium"
2022-07-14,"Livingston County","154.69","3.2","8.7","Low"
2022-07-14,"Macomb County","203.55","3.2","8.7","Medium"
2022-07-14,"Newaygo County","95.96","5.3","7.2","Low"
2022-07-14,"Osceola County","85.25","5.1","2.4","Low"
2022-07-14,"Oscoda County","24.27","2","7.5","Low"
2022-07-14,"Otsego County","113.51","3","9.6","Low"
2022-07-14,"Ottawa County","123.7","3.3","3.7","Low"
2022-07-14,"Saginaw County","134.88","3.6","3.7","Low"
2022-07-14,"Van Buren County","121.57","5.6","5.3","Low"
2022-07-14,"Alger County","186.65","2.4","10.3","Medium"
2022-07-14,"Alpena County","10.56","6.3","11.5","Medium"
2022-07-14,"Antrim County","98.61","4.2","11.1","Medium"
2022-07-14,"Arenac County","127.66","2","7.5","Low"
2022-07-14,"Calhoun County","162.49","7.8","14.3","Medium"
2022-07-14,"Cass County","94.62","5.6","5.3","Low"
2022-07-14,"Clare County","100.16","3.8","6.2","Low"
2022-07-14,"Crawford County","199.59","3","9.6","Low"
2022-07-14,"Iosco County","67.66","2","7.5","Low"
2022-07-14,"Iron County","243.99","6.1","11.6","High"
2022-07-14,"Jackson County","156.46","4.9","4.6","Low"
2022-07-14,"Keweenaw County","330.81","1.2","6.5","Medium"
2022-07-14,"Manistee County","85.51","4.2","11.1","Medium"
2022-07-14,"Mason County","199.01","5.3","7.2","Low"
2022-07-14,"Monroe County","124.25","3.6","11.2","Medium"
2022-07-14,"Montcalm County","133.05","4.5","10.3","Medium"
2022-07-14,"St. Clair County","118.14","2.8","10","Medium"
2022-07-14,"St. Joseph County","118.1","5.1","12","Medium"
2022-07-14,"Tuscola County","112.93","3.6","3.7","Low"
2022-07-14,"Wayne County","173.84","3.2","8.7","Low"
2022-07-14,"Allegan County","134.65","3.3","3.7","Low"
2022-07-14,"Benzie County","112.57","4.2","11.1","Medium"
2022-07-14,"Berrien County","147.98","5.6","5.3","Low"
2022-07-14,"Charlevoix County","87.98","4.3","7.5","Low"
2022-07-14,"Houghton County","232.6","1.2","6.5","Medium"
2022-07-14,"Huron County","122.66","3.6","3.7","Low"
2022-07-14,"Ionia County","98.92","4.5","10.3","Medium"
2022-07-14,"Isabella County","78.72","3.8","6.2","Low"
2022-07-14,"Kalkaska County","116.42","4.2","11.1","Medium"
2022-07-14,"Lake County","101.24","5.1","2.4","Low"
2022-07-14,"Lenawee County","149.31","4.9","4.6","Low"
2022-07-14,"Luce County","32.11","2.4","10.3","Medium"
2022-07-14,"Mecosta County","101.26","4.5","10.3","Medium"
2022-07-14,"Midland County","121.46","3.8","6.2","Low"
2022-07-14,"Muskegon County","142.31","5.3","7.2","Low"
2022-07-14,"Oakland County","214.94","3.2","8.7","Medium"
2022-07-14,"Oceana County","139.8","5.3","7.2","Low"
2022-07-14,"Ontonagon County","139.86","3.1","10.8","Medium"
2022-07-14,"Roscommon County","145.72","3","9.6","Low"
2022-07-14,"Schoolcraft County","111.19","2.4","10.3","Medium"
2022-07-14,"Washtenaw County","240.21","3.2","8.7","Medium"
2022-07-14,"Baraga County","194.91","1.2","6.5","Low"
2022-07-14,"Bay County","84.36","2","7.5","Low"
2022-07-14,"Branch County","133.28","4.9","4.6","Low"
2022-07-14,"Chippewa County","115.13","4.3","7.5","Low"
2022-07-14,"Dickinson County","190.18","6.1","11.6","Medium"
2022-07-14,"Eaton County","173.21","5.8","4.9","Low"
2022-07-14,"Emmet County","89.78","4.3","7.5","Low"
2022-07-14,"Gogebic County","400.72","3.1","10.8","High"
2022-07-14,"Grand Traverse County","116.02","4.2","11.1","Medium"
2022-07-14,"Gratiot County","68.78","4.5","10.3","Medium"
2022-07-14,"Hillsdale County","210.5","4.9","4.6","Medium"
2022-07-14,"Ingham County","185.7","5.8","4.9","Low"
2022-07-14,"Kalamazoo County","222.21","5.1","12","High"
2022-07-14,"Mackinac County","83.34","4.3","7.5","Low"
2022-07-14,"Marquette County","179.91","2.4","10.3","Medium"
2022-07-14,"Menominee County","193.15","6.1","11.6","Medium"
2022-07-14,"Missaukee County","119.06","5.1","2.4","Low"
2022-07-14,"Montmorency County","42.88","6.3","11.5","Medium"
2022-07-14,"Ogemaw County","66.68","2","7.5","Low"
2022-07-14,"Presque Isle County","15.88","6.3","11.5","Medium"
2022-07-14,"Sanilac County","119.02","2.8","10","Medium"
2022-07-14,"Shiawassee County","184.96","5.8","4.9","Low"
2022-07-14,"Wexford County","124.88","5.1","2.4","Low"
2022-07-07,"Alger County","65.88","3.6","8.7","Low"
2022-07-07,"Alpena County","28.16","6.8","8.2","Low"
2022-07-07,"Antrim County","60.02","2.8","10.1","Medium"
2022-07-07,"Arenac County","67.19","1.9","7.5","Low"
2022-07-07,"Calhoun County","112.55","5.8","5.1","Low"
2022-07-07,"Cass County","92.69","4.7","6.1","Low"
2022-07-07,"Clare County","93.7","3.8","10.5","Medium"
2022-07-07,"Crawford County","57.02","3.2","8","Low"
2022-07-07,"Iosco County","51.74","1.9","7.5","Low"
2022-07-07,"Iron County","171.7","5.1","13.5","Medium"
2022-07-07,"Jackson County","136.27","3.9","5.2","Low"
2022-07-07,"Keweenaw County","189.04","2.8","6.5","Low"
2022-07-07,"Manistee County","36.65","2.8","10.1","Medium"
2022-07-07,"Mason County","144.11","4.3","9.7","Low"
2022-07-07,"Monroe County","94.35","3.1","7.3","Low"
2022-07-07,"Montcalm County","78.26","4.1","8.9","Low"
2022-07-07,"St. Clair County","94.26","2.2","4.5","Low"
2022-07-07,"St. Joseph County","60.69","4.8","7.1","Low"
2022-07-07,"Tuscola County","70.82","3.6","5.1","Low"
2022-07-07,"Wayne County","128.91","2.7","7.4","Low"
2022-07-07,"Baraga County","73.09","2.8","6.5","Low"
2022-07-07,"Bay County","78.54","1.9","7.5","Low"
2022-07-07,"Branch County","96.51","3.9","5.2","Low"
2022-07-07,"Chippewa County","40.16","2.1","9","Low"
2022-07-07,"Dickinson County","75.28","5.1","13.5","Medium"
2022-07-07,"Eaton County","132.4","5.2","7.6","Low"
2022-07-07,"Emmet County","77.81","2.1","9","Low"
2022-07-07,"Gogebic County","293.38","2.3","5.4","Medium"
2022-07-07,"Grand Traverse County","98.83","2.8","10.1","Medium"
2022-07-07,"Gratiot County","78.6","4.1","8.9","Low"
2022-07-07,"Hillsdale County","105.25","3.9","5.2","Low"
2022-07-07,"Ingham County","136.45","5.2","7.6","Low"
2022-07-07,"Kalamazoo County","159.96","4.8","7.1","Low"
2022-07-07,"Mackinac County","74.08","2.1","9","Low"
2022-07-07,"Marquette County","91.46","3.6","8.7","Low"
2022-07-07,"Menominee County","92.19","5.1","13.5","Medium"
2022-07-07,"Missaukee County","92.6","6.3","2.4","Low"
2022-07-07,"Montmorency County","42.88","6.8","8.2","Low"
2022-07-07,"Ogemaw County","42.86","1.9","7.5","Low"
2022-07-07,"Presque Isle County","47.65","6.8","8.2","Low"
2022-07-07,"Sanilac County","87.44","2.2","4.5","Low"
2022-07-07,"Shiawassee County","107.16","5.2","7.6","Low"
2022-07-07,"Wexford County","92.18","6.3","2.4","Low"
2022-07-07,"Alcona County","0","6.8","8.2","Low"
2022-07-07,"Barry County","113.73","5.8","5.1","Low"
2022-07-07,"Cheboygan County","87.04","2.1","9","Low"
2022-07-07,"Clinton County","139.46","5.2","7.6","Low"
2022-07-07,"Delta County","181.65","3.6","8.7","Low"
2022-07-07,"Genesee County","101.77","4.1","7.3","Low"
2022-07-07,"Gladwin County","66.8","3.8","10.5","Medium"
2022-07-07,"Kent County","214.32","4.1","8.9","Medium"
2022-07-07,"Lapeer County","65.06","4.1","7.3","Low"
2022-07-07,"Leelanau County","55.14","2.8","10.1","Medium"
2022-07-07,"Livingston County","129.69","2.7","7.4","Low"
2022-07-07,"Macomb County","144.86","2.7","7.4","Low"
2022-07-07,"Newaygo County","85.75","4.3","9.7","Low"
2022-07-07,"Osceola County","93.78","6.3","2.4","Low"
2022-07-07,"Oscoda County","84.94","1.9","7.5","Low"
2022-07-07,"Otsego County","72.97","3.2","8","Low"
2022-07-07,"Ottawa County","87.72","2","2.2","Low"
2022-07-07,"Saginaw County","110.21","3.6","5.1","Low"
2022-07-07,"Van Buren County","100.43","4.7","6.1","Low"
2022-07-07,"Allegan County","92.31","2","2.2","Low"
2022-07-07,"Benzie County","73.17","2.8","10.1","Medium"
2022-07-07,"Berrien County","108.21","4.7","6.1","Low"
2022-07-07,"Charlevoix County","49.73","2.1","9","Low"
2022-07-07,"Houghton County","92.48","2.8","6.5","Low"
2022-07-07,"Huron County","87.15","3.6","5.1","Low"
2022-07-07,"Ionia County","74.19","4.1","8.9","Low"
2022-07-07,"Isabella County","67.27","3.8","10.5","Medium"
2022-07-07,"Kalkaska County","88.7","2.8","10.1","Medium"
2022-07-07,"Lake County","75.93","6.3","2.4","Low"
2022-07-07,"Lenawee County","103.6","3.9","5.2","Low"
2022-07-07,"Luce County","0","3.6","8.7","Low"
2022-07-07,"Mecosta County","115.07","4.1","8.9","Low"
2022-07-07,"Midland County","86.58","3.8","10.5","Medium"
2022-07-07,"Muskegon County","144.04","4.3","9.7","Low"
2022-07-07,"Oakland County","157.84","2.7","7.4","Low"
2022-07-07,"Oceana County","90.68","4.3","9.7","Low"
2022-07-07,"Ontonagon County","104.9","2.3","5.4","Low"
2022-07-07,"Roscommon County","87.43","3.2","8","Low"
2022-07-07,"Schoolcraft County","74.13","3.6","8.7","Low"
2022-07-07,"Washtenaw County","194.5","2.7","7.4","Low"
2022-06-30,"Alcona County","28.83","5.7","4.9","Low"
2022-06-30,"Barry County","136.47","5.8","10.7","Medium"
2022-06-30,"Cheboygan County","166.17","2.4","3","Low"
2022-06-30,"Clinton County","162.07","5.1","4.2","Low"
2022-06-30,"Delta County","187.23","3.1","8.7","Low"
2022-06-30,"Genesee County","132.82","4","8.3","Low"
2022-06-30,"Gladwin County","90.38","3","8.6","Low"
2022-06-30,"Kent County","139.43","3.8","9.1","Low"
2022-06-30,"Lapeer County","74.19","4","8.3","Low"
2022-06-30,"Leelanau County","124.08","2.7","8.6","Low"
2022-06-30,"Livingston County","107.29","3","8.1","Low"
2022-06-30,"Macomb County","167.4","3","8.1","Low"
2022-06-30,"Newaygo County","87.79","5.1","7.9","Low"
2022-06-30,"Osceola County","89.51","8.3","9.5","Low"
2022-06-30,"Oscoda County","242.69","2.2","8.1","Medium"
2022-06-30,"Otsego County","105.4","3.6","14.4","Medium"
2022-06-30,"Ottawa County","139.12","2.8","2.2","Low"
2022-06-30,"Saginaw County","119.14","3.9","2.9","Low"
2022-06-30,"Van Buren County","126.85","3.3","4.3","Low"
2022-06-30,"Alger County","219.59","3.1","8.7","Medium"
2022-06-30,"Alpena County","24.64","5.7","4.9","Low"
2022-06-30,"Antrim County","90.04","2.7","8.6","Low"
2022-06-30,"Arenac County","127.66","2.2","8.1","Low"
2022-06-30,"Calhoun County","116.28","5.8","10.7","Medium"
2022-06-30,"Cass County","156.41","3.3","4.3","Low"
2022-06-30,"Clare County","93.7","3","8.6","Low"
2022-06-30,"Crawford County","114.05","3.6","14.4","Medium"
2022-06-30,"Iosco County","79.6","2.2","8.1","Low"
2022-06-30,"Iron County","289.17","3.8","1.9","Medium"
2022-06-30,"Jackson County","145.73","3","4.3","Low"
2022-06-30,"Keweenaw County","141.78","1.7","4.3","Low"
2022-06-30,"Manistee County","69.22","2.7","8.6","Low"
2022-06-30,"Mason County","89.21","5.1","7.9","Low"
2022-06-30,"Monroe County","114.95","3.6","10.2","Medium"
2022-06-30,"Montcalm County","76.7","3.8","9.1","Low"
2022-06-30,"St. Clair County","96.78","2.2","10","Medium"
2022-06-30,"St. Joseph County","96.78","5.1","8.9","Low"
2022-06-30,"Tuscola County","72.73","3.9","2.9","Low"
2022-06-30,"Wayne County","150.8","3","8.1","Low"
2022-06-30,"Allegan County","123.64","2.8","2.2","Low"
2022-06-30,"Benzie County","78.8","2.7","8.6","Low"
2022-06-30,"Berrien County","129.73","3.3","4.3","Low"
2022-06-30,"Charlevoix County","76.5","2.4","3","Low"
2022-06-30,"Houghton County","109.29","1.7","4.3","Low"
2022-06-30,"Huron County","90.38","3.9","2.9","Low"
2022-06-30,"Ionia County","100.47","3.8","9.1","Low"
2022-06-30,"Isabella County","72.99","3","8.6","Low"
2022-06-30,"Kalkaska County","255.02","2.7","8.6","Medium"
2022-06-30,"Lake County","194.04","8.3","9.5","Low"
2022-06-30,"Lenawee County","91.42","3","4.3","Low"
2022-06-30,"Luce County","128.43","3.1","8.7","Low"
2022-06-30,"Mecosta County","87.45","3.8","9.1","Low"
2022-06-30,"Midland County","116.65","3","8.6","Low"
2022-06-30,"Muskegon County","116.38","5.1","7.9","Low"
2022-06-30,"Oakland County","177.56","3","8.1","Low"
2022-06-30,"Oceana County","94.46","5.1","7.9","Low"
2022-06-30,"Ontonagon County","174.83","2.1","5.4","Low"
2022-06-30,"Roscommon County","99.92","3.6","14.4","Medium"
2022-06-30,"Schoolcraft County","61.77","3.1","8.7","Low"
2022-06-30,"Washtenaw County","205.39","3","8.1","Medium"
2022-06-30,"Baraga County","170.54","1.7","4.3","Low"
2022-06-30,"Bay County","79.51","2.2","8.1","Low"
2022-06-30,"Branch County","110.3","3","4.3","Low"
2022-06-30,"Chippewa County","83","2.4","3","Low"
2022-06-30,"Dickinson County","103.02","3.8","1.9","Low"
2022-06-30,"Eaton County","136.94","5.1","4.2","Low"
2022-06-30,"Emmet County","104.74","2.4","3","Low"
2022-06-30,"Gogebic County","307.69","2.1","5.4","Medium"
2022-06-30,"Grand Traverse County","110.65","2.7","8.6","Low"
2022-06-30,"Gratiot County","140.01","3.8","9.1","Low"
2022-06-30,"Hillsdale County","76.75","3","4.3","Low"
2022-06-30,"Ingham County","154.58","5.1","4.2","Low"
2022-06-30,"Kalamazoo County","189.01","5.1","8.9","Low"
2022-06-30,"Mackinac County","74.08","2.4","3","Low"
2022-06-30,"Marquette County","139.43","3.1","8.7","Low"
2022-06-30,"Menominee County","136.08","3.8","1.9","Low"
2022-06-30,"Missaukee County","92.6","8.3","9.5","Low"
2022-06-30,"Montmorency County","53.6","5.7","4.9","Low"
2022-06-30,"Ogemaw County","95.25","2.2","8.1","Low"
2022-06-30,"Presque Isle County","31.77","5.7","4.9","Low"
2022-06-30,"Sanilac County","75.3","2.2","10","Medium"
2022-06-30,"Shiawassee County","129.18","5.1","4.2","Low"
2022-06-30,"Wexford County","139.75","8.3","9.5","Low"
2022-06-23,"Baraga County","146.18","3.8","6.5","Low"
2022-06-23,"Bay County","64","3.1","6.4","Low"
2022-06-23,"Branch County","34.47","4.6","6.6","Low"
2022-06-23,"Chippewa County","58.9","4.5","10.5","Medium"
2022-06-23,"Dickinson County","142.64","6","12.5","Medium"
2022-06-23,"Eaton County","101.57","5.4","4.7","Low"
2022-06-23,"Emmet County","38.9","4.5","10.5","Medium"
2022-06-23,"Gogebic County","178.89","2.8","7.6","Low"
2022-06-23,"Grand Traverse County","83.79","4.8","12.1","Medium"
2022-06-23,"Gratiot County","100.71","4.1","8.7","Low"
2022-06-23,"Hillsdale County","81.13","4.6","6.6","Low"
2022-06-23,"Ingham County","122.43","5.4","4.7","Low"
2022-06-23,"Kalamazoo County","135.82","4.8","7.4","Low"
2022-06-23,"Mackinac County","166.68","4.5","10.5","Medium"
2022-06-23,"Marquette County","71.97","4.2","7.9","Low"
2022-06-23,"Menominee County","100.97","6","12.5","Medium"
2022-06-23,"Missaukee County","59.53","6","9.5","Low"
2022-06-23,"Montmorency County","10.72","3.9","6.6","Low"
2022-06-23,"Ogemaw County","42.86","3.1","6.4","Low"
2022-06-23,"Presque Isle County","7.94","3.9","6.6","Low"
2022-06-23,"Sanilac County","29.15","2.7","6.5","Low"
2022-06-23,"Shiawassee County","114.5","5.4","4.7","Low"
2022-06-23,"Wexford County","89.2","6","9.5","Low"
2022-06-23,"Allegan County","93.16","3.2","3.7","Low"
2022-06-23,"Benzie County","67.54","4.8","12.1","Medium"
2022-06-23,"Berrien County","86.7","4.2","4.6","Low"
2022-06-23,"Charlevoix County","141.53","4.5","10.5","Medium"
2022-06-23,"Houghton County","114.9","3.8","6.5","Low"
2022-06-23,"Huron County","103.29","4","3.3","Low"
2022-06-23,"Ionia County","77.28","4.1","8.7","Low"
2022-06-23,"Isabella County","62.97","1.6","1.9","Low"
2022-06-23,"Kalkaska County","116.42","4.8","12.1","Medium"
2022-06-23,"Lake County","59.06","6","9.5","Low"
2022-06-23,"Lenawee County","77.2","4.6","6.6","Low"
2022-06-23,"Luce County","288.97","4.2","7.9","Medium"
2022-06-23,"Mecosta County","55.23","4.1","8.7","Low"
2022-06-23,"Midland County","116.65","1.6","1.9","Low"
2022-06-23,"Muskegon County","81.81","4","6.1","Low"
2022-06-23,"Oakland County","135.26","3.2","7.6","Low"
2022-06-23,"Oceana County","64.23","4","6.1","Low"
2022-06-23,"Ontonagon County","122.38","2.8","7.6","Low"
2022-06-23,"Roscommon County","66.61","3.6","6.4","Low"
2022-06-23,"Schoolcraft County","98.84","4.2","7.9","Low"
2022-06-23,"Washtenaw County","140.37","3.2","7.6","Low"
2022-06-23,"Alcona County","48.05","3.9","6.6","Low"
2022-06-23,"Barry County","82.86","5.4","9.2","Low"
2022-06-23,"Cheboygan County","71.21","4.5","10.5","Medium"
2022-06-23,"Clinton County","126.89","5.4","4.7","Low"
2022-06-23,"Delta County","150.91","4.2","7.9","Low"
2022-06-23,"Genesee County","83.29","3.4","6.3","Low"
2022-06-23,"Gladwin County","62.87","1.6","1.9","Low"
2022-06-23,"Kent County","107.92","4.1","8.7","Low"
2022-06-23,"Lapeer County","47.94","3.4","6.3","Low"
2022-06-23,"Leelanau County","96.5","4.8","12.1","Medium"
2022-06-23,"Livingston County","98.44","3.2","7.6","Low"
2022-06-23,"Macomb County","122.77","3.2","7.6","Low"
2022-06-23,"Newaygo County","85.75","4","6.1","Low"
2022-06-23,"Osceola County","93.78","6","9.5","Low"
2022-06-23,"Oscoda County","12.13","3.1","6.4","Low"
2022-06-23,"Otsego County","89.18","3.6","6.4","Low"
2022-06-23,"Ottawa County","92.18","3.2","3.7","Low"
2022-06-23,"Saginaw County","90.27","4","3.3","Low"
2022-06-23,"Van Buren County","85.89","4.2","4.6","Low"
2022-06-23,"Alger County","98.81","4.2","7.9","Low"
2022-06-23,"Alpena County","17.6","3.9","6.6","Low"
2022-06-23,"Antrim County","111.47","4.8","12.1","Medium"
2022-06-23,"Arenac County","67.19","3.1","6.4","Low"
2022-06-23,"Calhoun County","84.23","5.4","9.2","Low"
2022-06-23,"Cass County","69.52","4.2","4.6","Low"
2022-06-23,"Clare County","38.77","1.6","1.9","Low"
2022-06-23,"Crawford County","78.41","3.6","6.4","Low"
2022-06-23,"Iosco County","79.6","3.1","6.4","Low"
2022-06-23,"Iron County","207.84","6","12.5","High"
2022-06-23,"Jackson County","99.05","4.6","6.6","Low"
2022-06-23,"Keweenaw County","189.04","3.8","6.5","Low"
2022-06-23,"Manistee County","85.51","4.8","12.1","Medium"
2022-06-23,"Mason County","106.37","4","6.1","Low"
2022-06-23,"Monroe County","95.68","4.7","12","Medium"
2022-06-23,"Montcalm County","68.87","4.1","8.7","Low"
2022-06-23,"St. Clair County","86.72","2.7","6.5","Low"
2022-06-23,"St. Joseph County","60.69","4.8","7.4","Low"
2022-06-23,"Tuscola County","55.51","4","3.3","Low"
2022-06-23,"Wayne County","112.67","3.2","7.6","Low"
2022-06-16,"Allegan County","123.64","2.6","4.4","Low"
2022-06-16,"Benzie County","112.57","5.3","20.1","High"
2022-06-16,"Berrien County","154.5","4.6","5.7","Low"
2022-06-16,"Charlevoix County","91.8","4.2","11.3","Medium"
2022-06-16,"Houghton County","123.3","2.4","6.5","Low"
2022-06-16,"Huron County","90.38","5.4","4","Low"
2022-06-16,"Ionia County","149.93","3.7","9","Low"
2022-06-16,"Isabella County","83.01","2.7","6.2","Low"
2022-06-16,"Kalkaska County","205.12","5.3","20.1","High"
2022-06-16,"Lake County","126.55","5.1","3.6","Low"
